title,artist,genre,tempo,mood_tags
"Timro Sapana","Shanti Gurung","Folk",132,"Romantic,Energetic"
"Pari Maya","Krishna Sherpa","Pop",75,"Energetic,Romantic"
"Chiso Andhakar","Shanti Rai","Folk",143,"Romantic,Energetic"
"Jhilmil Tara","Laxmi Thapa","Newari",61,"Energetic,Devotional"
"Maya Jindagi","Suman Rai","Folk",97,"Romantic,Calm"
"Rimjhim Saath","Gopal Tamang","Folk",112,"Energetic,Romantic"
"Maya Chhaya","Suman Gurung","Pop",106,"Sad,Melancholic"
"Pahadko Geet","Shanti Thapa","Lok Dohori",88,"Happy,Calm"
"Ujyaalo Bato","Anju Panta","Lok Dohori",96,"Melancholic,Sad"
"Sagar Joon","Hari Thapa","Pop",104,"Calm,Romantic"
"Rimjhim Aankha","Ramesh Sherpa","Lok Dohori",103,"Sad,Melancholic"
"Basanta Sapana","Bimal Rai","Folk",114,"Happy,Calm"
"Pahadko Dhoon","Suman Gurung","Modern",62,"Romantic,Calm"
"Dherai Mann","Laxmi Gurung","Folk",117,"Energetic,Happy"
"Joonko Geet","Shanti Chhetri","Rock",91,"Romantic,Calm"
"Sapana Saath","Laxmi Rai","Folk",87,"Happy,Calm"
"Jhilmil Dhoon","Krishna Yadav","Pop",99,"Energetic,Happy"
"Pari Swar","Sita Magar","Folk",113,"Calm,Romantic"
"Aankhama Tara","Hari Rai","Modern",104,"Romantic,Energetic"
"Mero Geet","Laxmi Thapa","Folk",123,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",91,"Energetic,Romantic"
"Tadha Mann","Suman Rai","Pop",115,"Happy,Calm"
"Ujyaalo Sapana","Laxmi Gurung","Lok Dohori",80,"Romantic,Calm"
"Sundar Joon","Sita Yadav","Folk",112,"Energetic,Happy"
"Dilko Raat","Ramesh Limbu","Pop",95,"Calm,Romantic"
"Joonko Sansaar","Shanti Thapa","Modern",108,"Sad,Melancholic"
"Pahadko Tara","Hari Sherpa","Gurung Folk",84,"Happy,Calm"
"Sagar Swar","Laxmi Yadav","Folk",102,"Romantic,Calm"
"Timro Mann","Krishna Tamang","Pop",119,"Energetic,Happy"
"Chhaya Geet","Sita Rai","Lok Dohori",90,"Sad,Melancholic"
"Sapana Joon","Laxmi Gurung","Folk",106,"Romantic,Calm"
"Jhilmil Sapana","Shanti Chhetri","Modern",111,"Happy,Energetic"
"Dherai Tara","Hari Thapa","Pop",87,"Calm,Romantic"
"Ujyaalo Raat","Ramesh Sherpa","Rock",104,"Energetic,Happy"
"Basanta Mann","Suman Gurung","Folk",92,"Happy,Calm"
"Pahadko Swar","Laxmi Rai","Lok Dohori",115,"Romantic,Energetic"
"Sundar Sapana","Krishna Yadav","Pop",80,"Sad,Melancholic"
"Joonko Dhoon","Sita Magar","Folk",108,"Calm,Romantic"
"Timro Swar","Hari Rai","Modern",99,"Happy,Calm"
"Mero Sapana","Laxmi Thapa","Pop",112,"Romantic,Energetic"
"Samjhana Geet","Krishna Chhetri","Rock",105,"Sad,Melancholic"
"Tadha Joon","Suman Rai","Folk",90,"Happy,Calm"
"Ujyaalo Swar","Laxmi Gurung","Lok Dohori",116,"Energetic,Happy"
"Sundar Mann","Sita Yadav","Folk",84,"Romantic,Calm"
"Dilko Sapana","Ramesh Limbu","Pop",107,"Happy,Calm"
"Joonko Tara","Shanti Thapa","Modern",95,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",110,"Calm,Romantic"
"Sagar Mann","Laxmi Yadav","Folk",88,"Happy,Calm"
"Timro Geet","Krishna Tamang","Pop",103,"Romantic,Calm"
"Chhaya Sapana","Sita Rai","Lok Dohori",117,"Energetic,Happy"
"Sapana Raat","Laxmi Gurung","Folk",80,"Sad,Melancholic"
"Jhilmil Swar","Shanti Chhetri","Modern",108,"Happy,Calm"
"Dherai Joon","Hari Thapa","Pop",114,"Romantic,Energetic"
"Ujyaalo Mann","Ramesh Sherpa","Rock",90,"Calm,Romantic"
"Basanta Geet","Suman Gurung","Folk",105,"Happy,Calm"
"Pahadko Sapana","Laxmi Rai","Lok Dohori",92,"Sad,Melancholic"
"Sundar Swar","Krishna Yadav","Pop",116,"Energetic,Happy"
"Joonko Raat","Sita Magar","Folk",87,"Romantic,Calm"
"Timro Sapana","Hari Rai","Modern",110,"Happy,Calm"
"Mero Swar","Laxmi Thapa","Pop",95,"Calm,Romantic"
"Samjhana Sapana","Krishna Chhetri","Rock",108,"Sad,Melancholic"
"Tadha Geet","Suman Rai","Folk",112,"Energetic,Happy"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",80,"Happy,Calm"
"Sundar Tara","Sita Yadav","Folk",104,"Romantic,Calm"
"Dilko Swar","Ramesh Limbu","Pop",117,"Energetic,Happy"
"Joonko Sapana","Shanti Thapa","Modern",90,"Sad,Melancholic"
"Pahadko Raat","Hari Sherpa","Gurung Folk",115,"Calm,Romantic"
"Sagar Geet","Laxmi Yadav","Folk",88,"Happy,Calm"
"Timro Raat","Krishna Tamang","Pop",106,"Romantic,Calm"
"Chhaya Swar","Sita Rai","Lok Dohori",95,"Sad,Melancholic"
"Sapana Mann","Laxmi Gurung","Folk",110,"Energetic,Happy"
"Jhilmil Geet","Shanti Chhetri","Modern",84,"Happy,Calm"
"Dherai Swar","Hari Thapa","Pop",108,"Romantic,Calm"
"Ujyaalo Sapana","Ramesh Sherpa","Rock",116,"Energetic,Happy"
"Basanta Raat","Suman Gurung","Folk",90,"Sad,Melancholic"
"Pahadko Mann","Laxmi Rai","Lok Dohori",112,"Calm,Romantic"
"Sundar Geet","Krishna Yadav","Pop",87,"Happy,Calm"
"Joonko Swar","Sita Magar","Folk",104,"Romantic,Calm"
"Timro Geet","Hari Rai","Modern",117,"Energetic,Happy"
"Mero Raat","Laxmi Thapa","Pop",95,"Sad,Melancholic"
"Samjhana Swar","Krishna Chhetri","Rock",110,"Calm,Romantic"
"Tadha Sapana","Suman Rai","Folk",88,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",106,"Romantic,Calm"
"Sundar Sapana","Sita Yadav","Folk",115,"Energetic,Happy"
"Dilko Geet","Ramesh Limbu","Pop",80,"Sad,Melancholic"
"Joonko Mann","Shanti Thapa","Modern",108,"Happy,Calm"
"Pahadko Swar","Hari Sherpa","Gurung Folk",92,"Calm,Romantic"
"Sagar Raat","Laxmi Yadav","Folk",117,"Romantic,Energetic"
"Timro Sapana","Krishna Tamang","Pop",90,"Happy,Calm"
"Chhaya Raat","Sita Rai","Lok Dohori",104,"Sad,Melancholic"
"Sapana Geet","Laxmi Gurung","Folk",88,"Calm,Romantic"
"Jhilmil Raat","Shanti Chhetri","Modern",116,"Energetic,Happy"
"Dherai Geet","Hari Thapa","Pop",95,"Happy,Calm"
"Ujyaalo Swar","Ramesh Sherpa","Rock",110,"Romantic,Calm"
"Basanta Sapana","Suman Gurung","Folk",108,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",84,"Happy,Calm"
"Sundar Raat","Krishna Yadav","Pop",112,"Romantic,Energetic"
"Joonko Geet","Sita Magar","Folk",90,"Calm,Romantic"
"Timro Raat","Hari Rai","Modern",117,"Energetic,Happy"
"Mero Geet","Laxmi Thapa","Pop",88,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",106,"Happy,Calm"
"Tadha Swar","Suman Rai","Folk",115,"Romantic,Calm"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",80,"Energetic,Happy"
"Sundar Geet","Sita Yadav","Folk",108,"Happy,Calm"
"Dilko Raat","Ramesh Limbu","Pop",92,"Calm,Romantic"
"Joonko Raat","Shanti Thapa","Modern",104,"Sad,Melancholic"
"Pahadko Sapana","Hari Sherpa","Gurung Folk",117,"Romantic,Energetic"
"Sagar Swar","Laxmi Yadav","Folk",90,"Happy,Calm"
"Timro Geet","Krishna Tamang","Pop",108,"Romantic,Calm"
"Chhaya Sapana","Sita Rai","Lok Dohori",95,"Energetic,Happy"
"Sapana Swar","Laxmi Gurung","Folk",112,"Happy,Calm"
"Jhilmil Geet","Shanti Chhetri","Modern",80,"Sad,Melancholic"
"Dherai Raat","Hari Thapa","Pop",104,"Romantic,Calm"
"Ujyaalo Raat","Ramesh Sherpa","Rock",117,"Energetic,Happy"
"Basanta Geet","Suman Gurung","Folk",88,"Calm,Romantic"
"Pahadko Raat","Laxmi Rai","Lok Dohori",106,"Happy,Calm"
"Sundar Swar","Krishna Yadav","Pop",115,"Romantic,Energetic"
"Joonko Sapana","Sita Magar","Folk",90,"Sad,Melancholic"
"Timro Swar","Hari Rai","Modern",108,"Happy,Calm"
"Mero Sapana","Laxmi Thapa","Pop",112,"Energetic,Happy"
"Samjhana Geet","Krishna Chhetri","Rock",95,"Calm,Romantic"
"Tadha Raat","Suman Rai","Folk",104,"Sad,Melancholic"
"Ujyaalo Sapana","Laxmi Gurung","Lok Dohori",117,"Romantic,Energetic"
"Sundar Raat","Sita Yadav","Folk",80,"Happy,Calm"
"Dilko Geet","Ramesh Limbu","Pop",108,"Energetic,Happy"
"Joonko Swar","Shanti Thapa","Modern",106,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",115,"Calm,Romantic"
"Sagar Sapana","Laxmi Yadav","Folk",90,"Romantic,Calm"
"Timro Raat","Krishna Tamang","Pop",112,"Happy,Calm"
"Chhaya Geet","Sita Rai","Lok Dohori",87,"Sad,Melancholic"
"Sapana Raat","Laxmi Gurung","Folk",104,"Energetic,Happy"
"Jhilmil Sapana","Shanti Chhetri","Modern",117,"Romantic,Calm"
"Dherai Geet","Hari Thapa","Pop",88,"Happy,Calm"
"Ujyaalo Swar","Ramesh Sherpa","Rock",106,"Energetic,Happy"
"Basanta Raat","Suman Gurung","Folk",95,"Calm,Romantic"
"Pahadko Sapana","Laxmi Rai","Lok Dohori",110,"Sad,Melancholic"
"Sundar Geet","Krishna Yadav","Pop",108,"Romantic,Energetic"
"Joonko Raat","Sita Magar","Folk",112,"Happy,Calm"
"Timro Geet","Hari Rai","Modern",80,"Sad,Melancholic"
"Mero Raat","Laxmi Thapa","Pop",104,"Energetic,Happy"
"Samjhana Sapana","Krishna Chhetri","Rock",117,"Romantic,Calm"
"Tadha Geet","Suman Rai","Folk",88,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",106,"Calm,Romantic"
"Sundar Sapana","Sita Yadav","Folk",115,"Energetic,Happy"
"Dilko Raat","Ramesh Limbu","Pop",90,"Sad,Melancholic"
"Joonko Geet","Shanti Thapa","Modern",108,"Romantic,Calm"
"Pahadko Raat","Hari Sherpa","Gurung Folk",112,"Happy,Calm"
"Sagar Geet","Laxmi Yadav","Folk",95,"Calm,Romantic"
"Timro Sapana","Krishna Tamang","Pop",104,"Energetic,Happy"
"Chhaya Raat","Sita Rai","Lok Dohori",117,"Sad,Melancholic"
"Sapana Geet","Laxmi Gurung","Folk",80,"Romantic,Calm"
"Jhilmil Raat","Shanti Chhetri","Modern",108,"Happy,Calm"
"Dherai Sapana","Hari Thapa","Pop",106,"Energetic,Happy"
"Ujyaalo Geet","Ramesh Sherpa","Rock",115,"Calm,Romantic"
"Basanta Swar","Suman Gurung","Folk",90,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",112,"Romantic,Energetic"
"Sundar Raat","Krishna Yadav","Pop",87,"Happy,Calm"
"Joonko Sapana","Sita Magar","Folk",104,"Calm,Romantic"
"Timro Raat","Hari Rai","Modern",117,"Energetic,Happy"
"Mero Geet","Laxmi Thapa","Pop",88,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",106,"Romantic,Calm"
"Tadha Geet","Suman Rai","Folk",115,"Happy,Calm"
"Ujyaalo Sapana","Laxmi Gurung","Lok Dohori",80,"Energetic,Happy"
"Sundar Geet","Sita Yadav","Folk",108,"Calm,Romantic"
"Dilko Sapana","Ramesh Limbu","Pop",112,"Romantic,Energetic"
"Joonko Raat","Shanti Thapa","Modern",95,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",104,"Happy,Calm"
"Sagar Raat","Laxmi Yadav","Folk",117,"Energetic,Happy"
"Timro Geet","Krishna Tamang","Pop",88,"Calm,Romantic"
"Chhaya Sapana","Sita Rai","Lok Dohori",106,"Sad,Melancholic"
"Sapana Raat","Laxmi Gurung","Folk",115,"Romantic,Calm"
"Jhilmil Geet","Shanti Chhetri","Modern",90,"Happy,Calm"
"Dherai Raat","Hari Thapa","Pop",108,"Energetic,Happy"
"Ujyaalo Sapana","Ramesh Sherpa","Rock",112,"Calm,Romantic"
"Basanta Geet","Suman Gurung","Folk",95,"Sad,Melancholic"
"Pahadko Raat","Laxmi Rai","Lok Dohori",104,"Romantic,Energetic"
"Sundar Sapana","Krishna Yadav","Pop",117,"Happy,Calm"
"Joonko Geet","Sita Magar","Folk",88,"Calm,Romantic"
"Timro Raat","Hari Rai","Modern",106,"Energetic,Happy"
"Mero Sapana","Laxmi Thapa","Pop",115,"Sad,Melancholic"
"Samjhana Geet","Krishna Chhetri","Rock",80,"Romantic,Calm"
"Tadha Raat","Suman Rai","Folk",108,"Happy,Calm"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",112,"Energetic,Happy"
"Sundar Raat","Sita Yadav","Folk",95,"Calm,Romantic"
"Dilko Geet","Ramesh Limbu","Pop",104,"Romantic,Calm"
"Joonko Sapana","Shanti Thapa","Modern",117,"Sad,Melancholic"
"Pahadko Sapana","Hari Sherpa","Gurung Folk",88,"Happy,Calm"
"Sagar Geet","Laxmi Yadav","Folk",106,"Energetic,Happy"
"Timro Raat","Krishna Tamang","Pop",115,"Calm,Romantic"
"Chhaya Geet","Sita Rai","Lok Dohori",90,"Sad,Melancholic"
"Sapana Sapana","Laxmi Gurung","Folk",108,"Romantic,Calm"
"Jhilmil Raat","Shanti Chhetri","Modern",112,"Happy,Calm"
"Dherai Geet","Hari Thapa","Pop",95,"Energetic,Happy"
"Ujyaalo Raat","Ramesh Sherpa","Rock",104,"Calm,Romantic"
"Basanta Sapana","Suman Gurung","Folk",117,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",88,"Romantic,Energetic"
"Sundar Raat","Krishna Yadav","Pop",106,"Happy,Calm"
"Joonko Geet","Sita Magar","Folk",115,"Calm,Romantic"
"Timro Sapana","Hari Rai","Modern",80,"Energetic,Happy"
"Mero Raat","Laxmi Thapa","Pop",108,"Sad,Melancholic"
"Samjhana Geet","Krishna Chhetri","Rock",112,"Romantic,Calm"
"Tadha Sapana","Suman Rai","Folk",95,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",104,"Energetic,Happy"
"Sundar Geet","Sita Yadav","Folk",117,"Calm,Romantic"
"Dilko Raat","Ramesh Limbu","Pop",88,"Sad,Melancholic"
"Joonko Geet","Shanti Thapa","Modern",106,"Romantic,Energetic"
"Pahadko Raat","Hari Sherpa","Gurung Folk",112,"Happy,Calm"
"Sagar Sapana","Laxmi Yadav","Folk",95,"Romantic,Calm"
"Timro Geet","Krishna Tamang","Pop",104,"Energetic,Happy"
"Chhaya Raat","Sita Rai","Lok Dohori",117,"Sad,Melancholic"
"Sapana Geet","Laxmi Gurung","Folk",88,"Calm,Romantic"
"Jhilmil Sapana","Shanti Chhetri","Modern",106,"Happy,Calm"
"Dherai Raat","Hari Thapa","Pop",115,"Romantic,Energetic"
"Ujyaalo Geet","Ramesh Sherpa","Rock",80,"Sad,Melancholic"
"Basanta Raat","Suman Gurung","Folk",108,"Energetic,Happy"
"Pahadko Sapana","Laxmi Rai","Lok Dohori",112,"Calm,Romantic"
"Sundar Geet","Krishna Yadav","Pop",95,"Happy,Calm"
"Joonko Raat","Sita Magar","Folk",104,"Romantic,Calm"
"Timro Sapana","Hari Rai","Modern",117,"Energetic,Happy"
"Mero Geet","Laxmi Thapa","Pop",88,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",106,"Calm,Romantic"
"Tadha Geet","Suman Rai","Folk",115,"Happy,Calm"
"Ujyaalo Sapana","Laxmi Gurung","Lok Dohori",80,"Romantic,Energetic"
"Sundar Raat","Sita Yadav","Folk",108,"Energetic,Happy"
"Dilko Geet","Ramesh Limbu","Pop",112,"Calm,Romantic"
"Joonko Sapana","Shanti Thapa","Modern",95,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",104,"Happy,Calm"
"Sagar Raat","Laxmi Yadav","Folk",117,"Romantic,Calm"
"Timro Raat","Krishna Tamang","Pop",88,"Energetic,Happy"
"Chhaya Sapana","Sita Rai","Lok Dohori",106,"Sad,Melancholic"
"Sapana Geet","Laxmi Gurung","Folk",115,"Calm,Romantic"
"Jhilmil Raat","Shanti Chhetri","Modern",80,"Happy,Calm"
"Dherai Geet","Hari Thapa","Pop",108,"Romantic,Energetic"
"Ujyaalo Raat","Ramesh Sherpa","Rock",112,"Energetic,Happy"
"Basanta Sapana","Suman Gurung","Folk",95,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",104,"Calm,Romantic"
"Sundar Raat","Krishna Yadav","Pop",117,"Happy,Calm"
"Joonko Geet","Sita Magar","Folk",88,"Romantic,Calm"
"Timro Raat","Hari Rai","Modern",106,"Energetic,Happy"
"Mero Sapana","Laxmi Thapa","Pop",115,"Sad,Melancholic"
"Samjhana Geet","Krishna Chhetri","Rock",80,"Calm,Romantic"
"Tadha Raat","Suman Rai","Folk",108,"Happy,Calm"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",112,"Romantic,Energetic"
"Sundar Sapana","Sita Yadav","Folk",95,"Energetic,Happy"
"Dilko Raat","Ramesh Limbu","Pop",104,"Calm,Romantic"
"Joonko Geet","Shanti Thapa","Modern",117,"Sad,Melancholic"
"Pahadko Raat","Hari Sherpa","Gurung Folk",88,"Happy,Calm"
"Sagar Geet","Laxmi Yadav","Folk",106,"Romantic,Calm"
"Timro Sapana","Krishna Tamang","Pop",115,"Energetic,Happy"
"Chhaya Geet","Sita Rai","Lok Dohori",80,"Sad,Melancholic"
"Sapana Raat","Laxmi Gurung","Folk",108,"Calm,Romantic"
"Jhilmil Geet","Shanti Chhetri","Modern",112,"Happy,Calm"
"Dherai Sapana","Hari Thapa","Pop",95,"Romantic,Energetic"
"Ujyaalo Raat","Ramesh Sherpa","Rock",104,"Energetic,Happy"
"Basanta Geet","Suman Gurung","Folk",117,"Sad,Melancholic"
"Pahadko Raat","Laxmi Rai","Lok Dohori",88,"Calm,Romantic"
"Sundar Sapana","Krishna Yadav","Pop",106,"Happy,Calm"
"Joonko Raat","Sita Magar","Folk",115,"Romantic,Calm"
"Timro Geet","Hari Rai","Modern",80,"Energetic,Happy"
"Mero Raat","Laxmi Thapa","Pop",108,"Sad,Melancholic"
"Samjhana Sapana","Krishna Chhetri","Rock",112,"Calm,Romantic"
"Tadha Geet","Suman Rai","Folk",95,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",104,"Romantic,Energetic"
"Sundar Geet","Sita Yadav","Folk",117,"Energetic,Happy"
"Dilko Sapana","Ramesh Limbu","Pop",88,"Sad,Melancholic"
"Joonko Raat","Shanti Thapa","Modern",106,"Calm,Romantic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",115,"Happy,Calm"
"Sagar Raat","Laxmi Yadav","Folk",80,"Romantic,Calm"
"Timro Geet","Krishna Tamang","Pop",108,"Energetic,Happy"
"Chhaya Raat","Sita Rai","Lok Dohori",112,"Sad,Melancholic"
"Sapana Sapana","Laxmi Gurung","Folk",95,"Calm,Romantic"
"Jhilmil Geet","Shanti Chhetri","Modern",104,"Happy,Calm"
"Dherai Raat","Hari Thapa","Pop",117,"Romantic,Energetic"
"Ujyaalo Sapana","Ramesh Sherpa","Rock",88,"Energetic,Happy"
"Basanta Raat","Suman Gurung","Folk",106,"Sad,Melancholic"
"Pahadko Sapana","Laxmi Rai","Lok Dohori",115,"Calm,Romantic"
"Sundar Geet","Krishna Yadav","Pop",80,"Happy,Calm"
"Joonko Sapana","Sita Magar","Folk",108,"Romantic,Calm"
"Timro Raat","Hari Rai","Modern",112,"Energetic,Happy"
"Mero Geet","Laxmi Thapa","Pop",95,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",104,"Calm,Romantic"
"Tadha Sapana","Suman Rai","Folk",117,"Happy,Calm"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",88,"Romantic,Energetic"
"Sundar Raat","Sita Yadav","Folk",106,"Energetic,Happy"
"Dilko Geet","Ramesh Limbu","Pop",115,"Calm,Romantic"
"Joonko Raat","Shanti Thapa","Modern",80,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",108,"Happy,Calm"
"Sagar Sapana","Laxmi Yadav","Folk",112,"Romantic,Calm"
"Timro Raat","Krishna Tamang","Pop",95,"Energetic,Happy"
"Chhaya Geet","Sita Rai","Lok Dohori",104,"Sad,Melancholic"
"Sapana Raat","Laxmi Gurung","Folk",117,"Calm,Romantic"
"Jhilmil Sapana","Shanti Chhetri","Modern",88,"Happy,Calm"
"Dherai Geet","Hari Thapa","Pop",106,"Romantic,Energetic"
"Ujyaalo Raat","Ramesh Sherpa","Rock",115,"Energetic,Happy"
"Basanta Sapana","Suman Gurung","Folk",80,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",108,"Calm,Romantic"
"Sundar Raat","Krishna Yadav","Pop",112,"Happy,Calm"
"Joonko Geet","Sita Magar","Folk",95,"Romantic,Calm"
"Timro Sapana","Hari Rai","Modern",104,"Energetic,Happy"
"Mero Raat","Laxmi Thapa","Pop",117,"Sad,Melancholic"
"Samjhana Geet","Krishna Chhetri","Rock",88,"Calm,Romantic"
"Tadha Raat","Suman Rai","Folk",106,"Happy,Calm"
"Ujyaalo Sapana","Laxmi Gurung","Lok Dohori",115,"Romantic,Energetic"
"Sundar Geet","Sita Yadav","Folk",80,"Energetic,Happy"
"Dilko Raat","Ramesh Limbu","Pop",108,"Calm,Romantic"
"Joonko Sapana","Shanti Thapa","Modern",112,"Sad,Melancholic"
"Pahadko Raat","Hari Sherpa","Gurung Folk",95,"Happy,Calm"
"Sagar Geet","Laxmi Yadav","Folk",104,"Romantic,Calm"
"Timro Raat","Krishna Tamang","Pop",117,"Energetic,Happy"
"Chhaya Sapana","Sita Rai","Lok Dohori",88,"Sad,Melancholic"
"Sapana Geet","Laxmi Gurung","Folk",106,"Calm,Romantic"
"Jhilmil Raat","Shanti Chhetri","Modern",115,"Happy,Calm"
"Dherai Sapana","Hari Thapa","Pop",80,"Romantic,Energetic"
"Ujyaalo Geet","Ramesh Sherpa","Rock",108,"Energetic,Happy"
"Basanta Raat","Suman Gurung","Folk",112,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",95,"Calm,Romantic"
"Sundar Raat","Krishna Yadav","Pop",104,"Happy,Calm"
"Joonko Geet","Sita Magar","Folk",117,"Romantic,Calm"
"Timro Sapana","Hari Rai","Modern",88,"Energetic,Happy"
"Mero Geet","Laxmi Thapa","Pop",106,"Sad,Melancholic"
"Samjhana Raat","Krishna Chhetri","Rock",115,"Calm,Romantic"
"Tadha Sapana","Suman Rai","Folk",80,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",108,"Romantic,Energetic"
"Sundar Geet","Sita Yadav","Folk",112,"Energetic,Happy"
"Dilko Sapana","Ramesh Limbu","Pop",95,"Calm,Romantic"
"Joonko Raat","Shanti Thapa","Modern",104,"Sad,Melancholic"
"Pahadko Sapana","Hari Sherpa","Gurung Folk",117,"Happy,Calm"
"Sagar Raat","Laxmi Yadav","Folk",88,"Romantic,Calm"
"Timro Geet","Krishna Tamang","Pop",106,"Energetic,Happy"
"Chhaya Geet","Sita Rai","Lok Dohori",115,"Sad,Melancholic"
"Sapana Raat","Laxmi Gurung","Folk",80,"Calm,Romantic"
"Jhilmil Sapana","Shanti Chhetri","Modern",108,"Happy,Calm"
"Dherai Geet","Hari Thapa","Pop",112,"Romantic,Energetic"
"Ujyaalo Sapana","Ramesh Sherpa","Rock",95,"Energetic,Happy"
"Basanta Geet","Suman Gurung","Folk",104,"Sad,Melancholic"
"Pahadko Raat","Laxmi Rai","Lok Dohori",117,"Calm,Romantic"
"Sundar Sapana","Krishna Yadav","Pop",88,"Happy,Calm"
"Joonko Raat","Sita Magar","Folk",106,"Romantic,Calm"
"Timro Raat","Hari Rai","Modern",115,"Energetic,Happy"
"Mero Sapana","Laxmi Thapa","Pop",80,"Sad,Melancholic"
"Samjhana Geet","Krishna Chhetri","Rock",108,"Calm,Romantic"
"Tadha Raat","Suman Rai","Folk",112,"Happy,Calm"
"Ujyaalo Geet","Laxmi Gurung","Lok Dohori",95,"Romantic,Energetic"
"Sundar Raat","Sita Yadav","Folk",104,"Energetic,Happy"
"Dilko Geet","Ramesh Limbu","Pop",117,"Calm,Romantic"
"Joonko Sapana","Shanti Thapa","Modern",88,"Sad,Melancholic"
"Pahadko Geet","Hari Sherpa","Gurung Folk",106,"Happy,Calm"
"Sagar Sapana","Laxmi Yadav","Folk",115,"Romantic,Calm"
"Timro Raat","Krishna Tamang","Pop",80,"Energetic,Happy"
"Chhaya Geet","Sita Rai","Lok Dohori",108,"Sad,Melancholic"
"Sapana Sapana","Laxmi Gurung","Folk",112,"Calm,Romantic"
"Jhilmil Geet","Shanti Chhetri","Modern",95,"Happy,Calm"
"Dherai Raat","Hari Thapa","Pop",104,"Romantic,Energetic"
"Ujyaalo Raat","Ramesh Sherpa","Rock",117,"Energetic,Happy"
"Basanta Sapana","Suman Gurung","Folk",88,"Sad,Melancholic"
"Pahadko Geet","Laxmi Rai","Lok Dohori",106,"Calm,Romantic"
"Sundar Raat","Krishna Yadav","Pop",115,"Happy,Calm"
"Joonko Sapana","Sita Magar","Folk",80,"Romantic,Calm"
"Timro Geet","Hari Rai","Modern",108,"Energetic,Happy"
"Mero Raat","Laxmi Thapa","Pop",112,"Sad,Melancholic"
"Samjhana Sapana","Krishna Chhetri","Rock",95,"Calm,Romantic"
"Tadha Geet","Suman Rai","Folk",104,"Happy,Calm"
"Ujyaalo Raat","Laxmi Gurung","Lok Dohori",117,"Romantic,Energetic"
"Sundar Geet","Sita Yadav","Folk",88,"Energetic,Happy"
